"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
molde-anclas-resina-epoxi;"Molde Anclas Resina Epoxi";"Moldes de Silicona ";;;;;;;1,200.00;;0.05;5.50;14.00;14.00;0;"Molde Ancla";;NO;NO;;"argentina, buenos aires, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, formas, molde anclas, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde Anclas Resina Epoxi | Calidad Pro | Advance Coat";"? Molde Anclas Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-nubes-gotas-y-corazones-resina-epoxi;"Molde Nubes, Gotas y Corazones Resina Epoxi";"Moldes de Silicona ";;;;;;;2,750.00;;0.35;5.00;5.00;5.00;0;"Molde nubgotycor";;NO;NO;;"argentina, buenos aires, comprar online argentina, comprar resina online, corazon llavero, corazon resina, donde comprar resina, envio argentina, formas, molde corazon, molde de corazon, molde gota, molde nube, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, regalo amor, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde Nubes, Gotas y Corazones Resina Epoxi | Advance Coat";"? Molde Nubes, Gotas y Corazones Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá a...";"Advance Coat";SI;;;;
molde-animalitos-resina-epoxi;"Molde Animalitos Resina Epoxi";"Moldes de Silicona ";;;;;;;2,750.00;;0.05;5.50;14.00;14.00;0;"Molde 45 fomitas";;NO;NO;;"argentina, buenos aires, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, formas, huesito, molde conejo, molde de corazon, molde de perrito, molde hueso, molde osito, molde patita, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, oso, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde Animalitos Resina Epoxi | Calidad Pro | Advance Coat";"? Molde Animalitos Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-de-patitas-para-resina-epoxi;"Molde De Patitas Para Resina Epoxi";"Moldes de Silicona ";;;;;;;6,500.00;;0.35;5.00;5.00;5.00;95;"Molde de 10 Patitas";;SI;NO;;"argentina, buenos aires, chapita de perro, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, formas, huellitas resina, mascotas resina, molde patitas, molde perro, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, patita de perro, patitas resina, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde De Patitas Para Resina Epoxi | Advance Coat";"? Molde De Patitas Para Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-maceta-montana-resina-epoxi;"Molde Maceta Montaña Resina Epoxi";"Moldes de Silicona ";;;;;;;5,500.00;;0.50;5.50;14.00;14.00;1;"Molde Montaña";;NO;NO;;"argentina, buenos aires, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, formas, macetas, macetas modernas, macetas resina, macetas suculentas, macetero plantas, molde maceta, molde montana, molde silicona, molde silicona macetas, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde Maceta Montaña Resina Epoxi | Advance Coat";"? Molde Maceta Montaña Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-maceta-facetada-resina-epoxi;"Molde Maceta Facetada Resina Epoxi";"Moldes de Silicona ";;;;;;;8,000.00;;0.40;5.00;6.00;5.00;0;;;NO;NO;;"argentina, buenos aires, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, formas, macetas, macetas modernas, macetas resina, macetas suculentas, macetero plantas, molde maceta, molde silicona, molde silicona macetas, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde Maceta Facetada Resina Epoxi | Advance Coat";"? Molde Maceta Facetada Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
mini-perforadora-manual;"Mini Perforadora Manual - Agujereá Dijes y Llaveros Fácil";"Extras Para Resina";;;;;;;6,500.00;;0.05;2.00;5.00;1.00;0;perforador;;NO;NO;;"accesorios para emprender, accesorios resina, advance coat, agujereador, agujereadora, argentina, bijouterie mini, buenos aires, comprar online argentina, dijes, envio argentina, extras para resina, hacer agujeros en resina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, mini perforadora, mini resina, miniaturas resina, perforador, perforador para resina, perforadora, perforadora resina, resina para accesorios, taladro manual, taladro manualidades, utiles resina";"Mini Perforadora Manual | Advance Coat";;"Advance Coat";SI;;;;
molde-silicona-letras-grandes-para-resina-epoxi;"Molde Silicona Letras Grandes Para Resina Epoxi";"Moldes de Silicona , Combos Cursos Online";;;;;;;15,000.00;13,000.00;0.20;5.00;5.00;5.00;956;"molde letras grandes";;SI;NO;;"abecedario, argentina, buenos aires, comprar online argentina, comprar resina online, descuento, donde comprar resina, envio argentina, letras grandes, letras resina, llaveros con nombres, molde de abecedario, molde de letras, molde de silicona, molde letras, molde para resina, moldes silicona, nombres personalizados, palabras resina, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente";"Molde Silicona Letras Grandes Para Resina Epoxi";"? Molde Silicona Letras Grandes Para Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comp...";"Advance Coat";SI;;;;
combo-molde-letras-chico-resina-epoxi-150g-3-pigmentos-metalizados-pitones;"Pigmentos Metalizados Pack 30 - Efecto Profesional Para Resina";"Combos, Resinas Epoxi, Moldes de Silicona ";;;;;;;18,000.00;16,500.00;0.42;5.00;5.00;5.00;0;"150g letras 3 pigmento Mini Pitones";;NO;NO;;"150, 150 gramos, abecedario, advance coat, argentina, argollas dijes, buenos aires, color para llaveros, color resina epoxi, colorante resina, combo, comprar online argentina, comprar pigmentos argentina, concentrado color resina, descuento, efecto oro, efecto plata, enganches mini, envio argentina, kit incial, letras resina, llaveros con nombres, metalizado resina, molde letras, nombres personalizados, palabras resina, pigmento alta concentracion, pigmento metalico, pigmento metalizado, pigmento opaco, pigmento resina, pigmento traslucido, pitones resina, tinta alcohol resina, tinta resina epoxi";"Pigmentos Metalizados Pack 30 | Advance Coat";;"Advance Coat";SI;;;;
vaso-silicona-100-ml;"Vaso Medidor Silicona - Reutilizable Para Mezclas de Resina";"Arma Tu Propia Funda  > Herramientas, Extras Para Resina, Moldes de Silicona ";;;;;;;5,500.00;;0.05;5.00;5.00;5.00;75;"vaso silicona";;SI;NO;;"1.5kg, 300, 300 gr, 3kg, 750 gramos, accesorios para emprender, accesorios resina, advance coat, argentina, buenos aires, comprar online argentina, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, kit incial, kit resina 1.5kg, kit resina 6kg, kit resina epoxi 150 gramos, kit resina epoxi 3kg, kit resina epoxi 750 gramos, kit resina epoxi advance coat, moldes silicona, principiante, resina de 1.5kg, resina de 300 gramos, resina epoxi, resina epoxi 750 gramos, resina epoxica 1.5kg, resina epoxica 15kg, resina para accesorios, resina para anillos, resina para mesas, utiles resina, vaso";"Vaso Medidor Silicona | Advance Coat";;"Advance Coat";SI;;;;
pigmentos-metalizados-en-polvo;"Pigmentos Metalizados - Efecto Profesional Para Resina";Pigmentos;Color;Blanco;;;;;3,500.00;3,000.00;0.02;1.00;0.50;2.00;59;;;SI;NO;;"argentina, buenos aires, color para llaveros, color resina epoxi, colorante resina, comprar online argentina, comprar pigmentos argentina, concentrado color resina, concentrado para resina, efecto oro, efecto plata, envio argentina, extras para resina, metalizado resina, pigmento alta concentracion, pigmento metalico, pigmento metalizado, pigmento opaco, pigmento para resina, pigmento resina, pigmento traslucido, tinta alcohol resina, tinta resina epoxi";"Pigmentos Metalizados Pack 30 | Advance Coat";;"Advance Coat";SI;;;;
pigmentos-metalizados-en-polvo;;;Color;Dorado;;;;;3,500.00;3,000.00;0.02;1.00;0.50;2.00;74;;;;;;;;;;;;;;
pigmentos-metalizados-en-polvo;;;Color;Bronce;;;;;3,500.00;3,000.00;0.02;1.00;0.50;2.00;82;;;;;;;;;;;;;;
pinza-para-resina;"Pinza para Resina - Herramienta Esencial Para Manualidades";"Extras Para Resina";;;;;;;950.00;;0.05;5.00;5.00;5.00;0;;;NO;NO;;"accesorios para emprender, accesorios resina, advance coat, argentina, buenos aires, comprar online argentina, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, pinza curva, pinza manualidades, pinza para resina, pinza precision, pinzas resina, utiles resina";"Pinza para Resina | Advance Coat";;"Advance Coat";SI;;;;
kit-resina-epoxi-150-gramos-vaso-medidor-molde-silicona;"Kit Resina Epoxi 150 Gramos + Vaso Medidor Molde Silicona";"Combos > Combos iniciales, Combos > Combos de herramientas";;;;;;;18,000.00;17,000.00;0.25;5.00;5.00;10.00;10;"150g + vaso";;SI;NO;;"argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, envio argentina, kit completo, kit completo principiantes, kit emprendimiento, kit hobbistas, kit manualidades, kit para empezar, kit para regalar, kit principiantes, kit resina, kit resina epoxi, molde, resina epoxi, resina mas vaso, set resina epoxi, silicona, vaso de silicona, vaso medidor";"Kit Resina Epoxi 150 Gramos + Vaso Medidor Molde Silicona";;"Advance Coat";SI;;;;
kit-joyeria-bisuteria-en-casa-inicial;"Kit Joyería en Casa - Empezá Tu Emprendimiento de Bisutería";Combos;;;;;;;30,250.00;28,000.00;0.62;5.00;5.00;10.00;0;"kit joyeria";;NO;NO;;"300 gramos, 300g, accesorios, argentina, bases para dijes, bicel, biceles, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, comprar combo resina argentina, comprar online argentina, dije, envio argentina, escamas, glitter, joyeria, kit completo, kit completo principiantes, kit emprendimiento, kit hobbistas, kit joyeria, kit manualidades, kit para empezar, kit para regalar, kit principiantes, kit resina, kit resina epoxi, marco, pigmento metalizado, principiantes, set resina epoxi";"Kit Joyería en Casa | Advance Coat";;"Advance Coat";SI;;;;
dijes-para-rellenar-resina-pack-10u-de-un-mismo-modelo;"Pack 10 Dijes para Rellenar con Resina - Dijes Artesanales";"Extras Para Resina";"ELECCIÓN DE DIJES";"10 RECTÁNGULOS GRANDES";;;;;10,000.00;;0.08;1.00;2.00;1.00;0;;;NO;NO;;"accesorio, accesorios, adornos fundas, argentina, bases para accesorios, bicel, biceles, buenos aires, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, dije, dijes artesanales, dijes de metal, dijes para collares, dijes para emprender, dijes para resina, dijes resina epoxi, envio argentina, marcos, mini charms kawaii, molde dijes, rellenos resina";"Pack 10 Dijes para Rellenar con Resina | Advance Coat";"? Pack 10 Dijes para Rellenar con Resina decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
dijes-para-rellenar-resina-pack-10u-de-un-mismo-modelo;;;"ELECCIÓN DE DIJES";"10 GOTAS";;;;;10,000.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-resina-pack-10u-de-un-mismo-modelo;;;"ELECCIÓN DE DIJES";"10 CÍRCULOS";;;;;10,000.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-resina-pack-10u-de-un-mismo-modelo;;;"ELECCIÓN DE DIJES";"10 SURTIDOS";;;;;10,000.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-resina-pack-10u-de-un-mismo-modelo;;;"ELECCIÓN DE DIJES";"10 OVALOS";;;;;10,000.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-con-resina-epoxi-importados-pack-10u;"Pack 10 Dijes Importados - Diseños Únicos Para Rellenar";"Extras Para Resina";"ELECCIÓN DE DIJES";SURTIDO;;;;;5,500.00;;0.08;1.00;2.00;1.00;0;;;NO;NO;;"accesorios, adornos fundas, argentina, bases para dijes, bicel, biceles, buenos aires, charms decorativos, charms kawaii, charms manualidades, charms para fundas, charms resina, comprar charms argentina, comprar online argentina, decoracion para llaveros, decorativos resina, dije, dijes artesanales, dijes de metal, dijes para collares, dijes para emprender, dijes para resina, dijes resina epoxi, envio argentina, marcos, mini charms kawaii, molde dijes, rellenos resina";"Pack 10 Dijes Importados | Advance Coat";"? Pack 10 Dijes Importados decoración premium para fundas, llaveros y dijes. Envío gratis +$100K. 12 cuotas. ¡Diferenciate del mercado!";"Advance Coat";SI;;;;
dijes-para-rellenar-con-resina-epoxi-importados-pack-10u;;;"ELECCIÓN DE DIJES";"5 GOTAS Y 5 CIRCULOS";;;;;5,500.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-con-resina-epoxi-importados-pack-10u;;;"ELECCIÓN DE DIJES";"5 RECTANGULOS Y 5 GOTAS";;;;;5,500.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-con-resina-epoxi-importados-pack-10u;;;"ELECCIÓN DE DIJES";"5 RECTANGULOS Y 5 OVALOS";;;;;5,500.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
dijes-para-rellenar-con-resina-epoxi-importados-pack-10u;;;"ELECCIÓN DE DIJES";"5 RECTANGULOS Y 5 CIRCULOS";;;;;5,500.00;;0.08;1.00;2.00;1.00;0;;;;;;;;;;;;;;
